Acrobolbus,顶苞苔属
Echinacanthus,恋岩花属
Eranthemum,喜花草属
Gymnostachyum,裸柱草属
Hygrophila,水蓑衣属
Hypoestes,枪刀药属
Isoglossa,叉序草属
Justicia,爵床属
Kudoacanthus,银脉爵床属
Lepidagathis,鳞花草属
Leptostachya,纤穗爵床属
Mackaya,号角花属
Nelsonia,瘤子草属
Ophiorrhiziphyllon,蛇根叶属
Pararuellia,地皮消属
Peristrophe,观音草属
Phaulopsis,肾苞草属
Phlogacanthus,火焰花属
Pseuderanthemum,山壳骨属
Rhinacanthus,灵枝草属
Ruellia,芦莉草属
Rungia,孩儿草属
Sanchezia,少君木属
Staurogyne,叉柱花属
Strobilanthes,马蓝属
Thunbergia,山牵牛属
Wuacanthus,小齿爵床属
Acanthus ebracteatus,小花老鼠簕
Acanthus ilicifolius,老鼠簕
Acanthus leucostachyus,刺苞老鼠簕
Andrographis laxiflora,疏花穿心莲
Andrographis paniculata,穿心莲
Asystasia gangetica,宽叶十万错
Asystasia gangetica subsp. gangetica,宽叶十万错(原亚种)
Asystasia gangetica subsp. micrantha,小花十万错
Asystasia neesiana,白接骨
Asystasia nemorum,十万错
Asystasia salicifolia,囊管花
Avicennia marina,海榄雌
Barleria cristata,假杜鹃
Barleria integrisepala,全缘萼假杜鹃
Barleria lupulina,花叶假杜鹃
Barleria prionitis,黄花假杜鹃
Barleria strigosa,紫萼假杜鹃
Blepharis maderaspatensis,百簕花
Chroesthes lanceolata,色萼花
Clinacanthus nutans,鳄嘴花
Codonacanthus pauciflorus,钟花草
Cosmianthemum guangxiense,广西秋英爵床
Cosmianthemum knoxiifolium,秋英爵床
Cosmianthemum viriduliflorum,海南秋英爵床
Cystacanthus abbreviatus,缩序鳔冠花
Cystacanthus affinis,丽江鳔冠花
Cystacanthus colaniae,广西鳔冠花
Cystacanthus paniculatus,鳔冠花
Cystacanthus pyramidalis,金塔鳔冠花
Cystacanthus vitellinus,糙叶鳔冠花
Cystacanthus yangtsekiangensis,金江鳔冠花
Cystacanthus yunnanensis,滇鳔冠花
Dicliptera bupleuroides,印度狗肝菜
Dicliptera chinensis,狗肝菜
Dicliptera elegans,优雅狗肝菜
Dicliptera induta,毛狗肝菜
Echinacanthus lofuensis,黄花恋岩花
Echinacanthus longipes,长柄恋岩花
Echinacanthus longzhouensis,龙州恋岩花
Eranthemum austrosinense,华南可爱花
Eranthemum austrosinense var. austrosinense,华南可爱花(原变种)
Eranthemum austrosinense var. pubipetalum,毛冠可爱花
Eranthemum macrophyllum,大叶可爱花
Eranthemum pulchellum,喜花草
Eranthemum tetragonum,云南可爱花
Gymnostachyum listeri,云南裸柱草
Gymnostachyum morsei,龙州裸柱草
Gymnostachyum signatum,翅柄裸柱草
Gymnostachyum sinense,华裸柱草
Gymnostachyum subrosulatum,矮裸柱草
Hygrophila biplicata,连丝草
Hygrophila erecta,小叶水蓑衣
Hygrophila phlomoides,毛水蓑衣
Hygrophila pogonocalyx,大安水蓑衣
Hygrophila polysperma,小狮子草
Hygrophila ringens,水蓑衣
Hygrophila ringens var. longihirsuta,贵港水蓑衣
Hygrophila ringens var. ringens,水蓑衣(原变种)
Hypoestes cumingiana,枪刀菜
Hypoestes purpurea,枪刀药
Hypoestes triflora,三花枪刀药
Isoglossa collina,叉序草
Isoglossa glabra,光叉序草
Justicia acutangula,棱茎爵床
Justicia adhatoda,鸭嘴花
Justicia albovelata,绵毛杜根腾
Justicia alboviridis,大叶杜根藤
Justicia amblyosepala,钝萼爵床
Justicia austroguangxiensis,桂南爵床
Justicia austrosinensis,华南爵床
Justicia brandegeeana,虾衣花
Justicia cardiophylla,心叶爵床
Justicia carnea,珊瑚花
Justicia caudatifolia,尾叶纤穗爵床
Justicia championii,圆苞杜根藤
Justicia damingensis,大明爵床
Justicia demissa,矮爵床
Justicia diffusa,小叶散爵床
Justicia ferruginea,锈背爵床
Justicia gendarussa,小驳骨
Justicia grossa,大爵床
Justicia hainanensis,海南赛爵床
Justicia hayatae,早田氏爵床
Justicia kampotiana,那坡爵床
Justicia kouytcheensis,贵州赛爵床
Justicia kwangsiensis,广西赛爵床
Justicia latiflora,紫苞爵床
Justicia leptostachya,南岭爵床
Justicia lianshanica,广东爵床
Justicia longipetiolata,长柄杜根藤
Justicia mollissima,喀西爵床
Justicia neesiana,狭叶爵床
Justicia neolinearifolia,线叶爵床
Justicia panduriformis,琴叶爵床
Justicia patentiflora,野靛棵
Justicia poilanei,毛萼爵床
Justicia procumbens,爵床
Justicia pseudospicata,黄花野靛棵
Justicia quadrifaria,杜根藤
Justicia siccanea,旱杜根藤
Justicia simplex,椭苞爵床
Justicia vagabunda,针子草
Justicia ventricosa,黑叶小驳骨
Justicia wardii,高山杜根藤
Justicia weihongjinii,韦宏金爵床
Justicia xantholeuca,黄白杜根藤
Justicia xerobatica,滇东杜根藤
Justicia xerophila,干地杜根藤
Justicia xylopoda,木柄杜根藤
Justicia yunnanensis,滇杜根藤
Kudoacanthus albonervosa,银脉爵床
Lepidagathis fasciculata,齿叶鳞花草
Lepidagathis formosensis,台湾鳞花草
Lepidagathis hainanensis,海南鳞花草
Lepidagathis inaequalis,卵叶鳞花草
Lepidagathis incurva,鳞花草
Lepidagathis secunda,小琉球鳞花草
Lepidagathis stenophylla,柳叶鳞花草
Leptostachya wallichii,纤穗爵床
Mackaya tapingensis,太平爵床
Nelsonia canescens,瘤子草
Ophiorrhiziphyllon macrobotryum,蛇根叶
Pararuellia alata,节翅地皮消
Pararuellia cavaleriei,罗甸地皮消
Pararuellia delavayana,地皮消
Pararuellia glomerata,云南地皮消
Pararuellia hainanensis,海南地皮消
Peristrophe bivalvis,观音草
Peristrophe fera,野山蓝
Peristrophe floribunda,海南山蓝
Peristrophe japonica,九头狮子草
Peristrophe lanceolaria,五指山蓝
Peristrophe montana,岩观音草
Peristrophe paniculata,双萼观音草
Peristrophe strigosa,糙叶山蓝
Peristrophe tianmuensis,天目山蓝
Peristrophe yunnanensis,滇观音草
Phaulopsis dorsiflora,肾苞草
Phlogacanthus curviflorus,火焰花
Phlogacanthus pubinervius,毛脉火焰花
Pseuderanthemum coudercii,狭叶钩粉草
Pseuderanthemum crenulatum,云南山壳骨
Pseuderanthemum haikangense,海康钩粉草
Pseuderanthemum latifolium,山壳骨
Pseuderanthemum polyanthum,多花山壳骨
Pseuderanthemum shweliense,瑞丽山壳骨
Pseuderanthemum teysmannii,红河山壳骨
Rhinacanthus beesianus,滇灵枝草
Rhinacanthus nasutus,灵枝草
Ruellia blechum,赛山蓝
Ruellia repens,楠草
Ruellia tuberosa,芦莉草
Ruellia venusta,飞来蓝
Rungia axilliflora,腋花孩儿草
Rungia bisaccata,囊花孩儿草
Rungia chinensis,中华孩儿草
Rungia densiflora,密花孩儿草
Rungia flaviflora,黄花孩儿草
Rungia guangxiensis,广西孩儿草
Rungia hirpex,金沙鼠尾黄
Rungia longipes,长柄孩儿草
Rungia mina,矮孩儿草
Rungia monetaria,中越孩儿草
Rungia napoensis,那坡孩儿草
Rungia pectinata,孩儿草
Rungia pinpienensis,屏边孩儿草
Rungia pungens,尖苞孩儿草
Rungia sinothailandica,中泰孩儿草
Rungia stolonifera,匍匐鼠尾黄
Rungia taiwanensis,台湾明萼草
Rungia yunnanensis,云南孩儿草
Sanchezia parvibracteata,小苞黄脉爵床
Staurogyne brachystachya,短穗叉柱花
Staurogyne chapaensis,弯花叉柱花
Staurogyne concinnula,叉柱花
Staurogyne debilis,菲律宾哈哼花
Staurogyne hainanensis,海南叉柱花
Staurogyne hypoleuca,灰背叉柱花
Staurogyne longicuneata,楔叶叉柱花
Staurogyne paotingensis,保亭叉柱花
Staurogyne petelotii,中越叉柱花
Staurogyne rivularis,瘦叉柱花
Staurogyne sesamoides,大花叉柱花
Staurogyne sichuanica,金长莲
Staurogyne sinica,中华叉柱花
Staurogyne stenophylla,狭叶叉柱花
Staurogyne strigosa,琼海叉柱花
Staurogyne vicina,密花叉柱花
Staurogyne yunnanensis,云南叉柱花
Strobilanthes abbreviata,矩尖马蓝
Strobilanthes adpressa,紧贴马蓝
Strobilanthes affinis,肖笼鸡
Strobilanthes anamiticus,海南马蓝
Strobilanthes aprica,山一笼鸡
Strobilanthes argentea,银毛马蓝
Strobilanthes atropurpurea,翅柄马蓝
Strobilanthes atropurpurea var. atropurpurea,翅柄马蓝(原变种)
Strobilanthes atropurpurea var. stenophylla,镇宁马蓝
Strobilanthes atroviridis,景东马蓝
Strobilanthes auriculata,耳叶马蓝
Strobilanthes auriculata var. auriculata,耳叶马蓝(原变种)
Strobilanthes auriculata var. dyeriana,红背耳叶马蓝
Strobilanthes austrosinensis,华南马蓝
Strobilanthes bantonensis,桂越马蓝
Strobilanthes biocullata,湖南马蓝
Strobilanthes bipartita,双萼马蓝
Strobilanthes brunnescens,折苞马蓝
Strobilanthes capitata,金足草
Strobilanthes chinensis,黄球花
Strobilanthes chrysodelta,金三角马蓝
Strobilanthes cognata,奇瓣马蓝
Strobilanthes compacta,密苞紫云菜
Strobilanthes congesta,密序马蓝
Strobilanthes cruciata,四苞马蓝
Strobilanthes cumingiana,直立半插花
Strobilanthes cuneata,楔叶马蓝
Strobilanthes cusia,板蓝
Strobilanthes cyclus,环毛马蓝
Strobilanthes cyphantha,弯花马蓝
Strobilanthes cystolithigera,串花马蓝
Strobilanthes dalzielii,曲枝假蓝
Strobilanthes dimorphotricha,球花马蓝
Strobilanthes dimorphotricha subsp. dimorphotricha,球花马蓝(原亚种)
Strobilanthes dimorphotricha subsp. rex,泰国马蓝
Strobilanthes discolor,异色马蓝
Strobilanthes dryadum,林马蓝
Strobilanthes echinata,长苞蓝
Strobilanthes erecta,直立马蓝
Strobilanthes esquirolii,白头马蓝
Strobilanthes euantha,腾冲马蓝
Strobilanthes extensa,棒果马蓝
Strobilanthes fengiana,冯氏马蓝
Strobilanthes ferruginea,锈背马蓝
Strobilanthes fimbriata,流苏马蓝
Strobilanthes flexa,城口马蓝
Strobilanthes flexicaulis,曲茎兰嵌马蓝
Strobilanthes fluviatilis,溪畔黄球花
Strobilanthes formosanus,台湾马蓝
Strobilanthes forrestii,腺毛马蓝
Strobilanthes glandibracteata,腺苞金足草
Strobilanthes glomerata,聚花金足草
Strobilanthes guangxiensis,广西马蓝
Strobilanthes hamiltoniana,叉花草
Strobilanthes helicta,曲序马蓝
Strobilanthes henryi,南一笼鸡
Strobilanthes heteroclita,异序紫云菜
Strobilanthes hongii,洪氏马蓝
Strobilanthes hossei,红毛马蓝
Strobilanthes hupehensis,湖北马蓝
Strobilanthes inflata,锡金马蓝
Strobilanthes inflata var. aenobarba,铜毛马蓝
Strobilanthes inflata var. gongshanensis,贡山马蓝
Strobilanthes inflata var. inflata,锡金马蓝(原变种)
Strobilanthes japonica,日本马蓝
Strobilanthes kingdonii,合页草
Strobilanthes labordei,薄叶马蓝
Strobilanthes lachenensis,白毛马蓝
Strobilanthes lactucifolia,莴苣叶紫云菜
Strobilanthes lamiifolia,蒙自金足草
Strobilanthes lamium,野芝麻马蓝
Strobilanthes lanyuensis,兰屿马蓝
Strobilanthes larium,闭花紫云菜
Strobilanthes latisepalus,薄萼马蓝
Strobilanthes lihengiae,李恒马蓝
Strobilanthes longgangensis,[山／弄]岗马蓝
Strobilanthes longiflora,长花黄猄草
Strobilanthes longispica,长穗腺背蓝
Strobilanthes longispicatus,长穗马蓝
Strobilanthes longzhouensis,龙州马蓝
Strobilanthes mastersii,瑞丽叉花草
Strobilanthes medogensis,墨脱马蓝
Strobilanthes mogokensis,卵叶马蓝
Strobilanthes mucronatoproducta,尾苞紫云菜
Strobilanthes multidens,分枝马蓝
Strobilanthes myura,鼠尾紫云菜
Strobilanthes nemorosa,琴叶马蓝
Strobilanthes ningmingensis,宁明金足草
Strobilanthes nobilis,沙坝紫云菜
Strobilanthes oliganthus,少花马蓝
Strobilanthes oligocephala,菱叶马蓝
Strobilanthes oresbia,山马蓝
Strobilanthes ovata,滇西马蓝
Strobilanthes ovatibracteata,卵苞金足草
Strobilanthes oxycalycina,尖萼马蓝
Strobilanthes parvifolia,小叶马蓝
Strobilanthes pateriformis,翅枝马蓝
Strobilanthes penstemonoides,圆苞马蓝
Strobilanthes pinetorum,松林叉花草
Strobilanthes pinnatifidus,羽裂马蓝
Strobilanthes polyneuros,多脉紫云菜
Strobilanthes procumbens,金佛山马蓝
Strobilanthes pseudocollina,阳朔马蓝
Strobilanthes pteroclada,延苞蓝
Strobilanthes pterygorrhachis,翅轴马蓝
Strobilanthes pubiflora,毛长马蓝
Strobilanthes quadrifaria,四列马蓝
Strobilanthes rankanensis,兰嵌马蓝
Strobilanthes reptans,匍匐半插花
Strobilanthes retusa,凹苞马蓝
Strobilanthes rhombifolia,短柄马蓝
Strobilanthes rostrata,西畴马蓝
Strobilanthes rubescens,红色马蓝
Strobilanthes sarcorrhiza,菜头肾
Strobilanthes secunda,偏花马蓝
Strobilanthes serrata,齿叶马蓝
Strobilanthes simonsii,西蒙马蓝
Strobilanthes sinica,安龙花
Strobilanthes speciosa,美丽金足草
Strobilanthes spiciformis,黄连山马蓝
Strobilanthes stolonifera,匍枝紫云菜
Strobilanthes strigosa,糙毛马蓝
Strobilanthes sunhangii,孙航马蓝
Strobilanthes szechuanica,四川马蓝
Strobilanthes tamburensis,毛冠马蓝
Strobilanthes taoana,陶氏马蓝
Strobilanthes tenax,结壮马蓝
Strobilanthes tenuiflora,纤序马蓝
Strobilanthes tetrasperma,四子马蓝
Strobilanthes thomsonii,汤氏马蓝
Strobilanthes tibetica,西藏马蓝
Strobilanthes tomentosa,尖药花
Strobilanthes tonkinensis,糯米香
Strobilanthes torrentium,急流紫云菜
Strobilanthes truncata,截头紫云菜
Strobilanthes tubiflos,管花马蓝
Strobilanthes urophylla,尾叶马蓝
Strobilanthes vallicola,河口马蓝
Strobilanthes versicolor,变色马蓝
Strobilanthes wangiana,启无马蓝
Strobilanthes wilsonii,乐山马蓝
Strobilanthes yunnanensis,云南马蓝
Thunbergia alata,翼叶山牵牛
Thunbergia coccinea,红花山牵牛
Thunbergia eberhardtii,二色山牵牛
Thunbergia fragrans,碗花草
Thunbergia grandiflora,山牵牛
Thunbergia lutea,羽脉山牵牛
Wuacanthus microdontus,小齿爵床
Gynocardia,马蛋果属
Hydnocarpus,大风子属
Gynocardia odorata,马蛋果
Hydnocarpus alpinus,高山大风子
Hydnocarpus annamensis,大叶龙角
Hydnocarpus anthelminthicus,泰国大风子
Hydnocarpus hainanensis,海南大风子
Hydnocarpus kurzii,印度大风子
Acorus,菖蒲属
Acorus calamus,菖蒲
Acorus gramineus,金钱蒲
Acorus rumphianus,长苞菖蒲
Actinidia,猕猴桃属
Clematoclethra,藤山柳属
Saurauia,水东哥属
Actinidia arguta,软枣猕猴桃
Actinidia arguta var. giraldii,陕西猕猴桃
Actinidia callosa,硬齿猕猴桃
Actinidia callosa var. acuminata,尖叶猕猴桃
Actinidia callosa var. discolor,异色猕猴桃
Actinidia callosa var. henryi,京梨猕猴桃
Actinidia callosa var. strigillosa,毛叶硬齿猕猴桃
Actinidia chengkouensis,城口猕猴桃
Actinidia chinensis,中华猕猴桃
Actinidia chinensis var. deliciosa,美味猕猴桃
Actinidia chinensis var. setosa,刺毛猕猴桃
Actinidia chrysantha,金花猕猴桃
Actinidia cylindrica,柱果猕猴桃
Actinidia cylindrica var. reticulata,网脉猕猴桃
Actinidia eriantha,毛花猕猴桃
Actinidia farinosa,粉毛猕猴桃
Actinidia fasciculoides,簇花猕猴桃
Actinidia fasciculoides var. cuneata,楔叶猕猴桃
Actinidia fasciculoides var. orbiculata,圆叶猕猴桃
Actinidia fortunatii,条叶猕猴桃
Actinidia fulvicoma,黄毛猕猴桃
Actinidia fulvicoma var. cinerascens,灰毛猕猴桃
Actinidia fulvicoma var. hirsuta,糙毛猕猴桃
Actinidia fulvicoma var. pachyphylla,厚叶猕猴桃
Actinidia glauco-callosa,粉叶猕猴桃
Actinidia grandiflora,大花猕猴桃
Actinidia hemsleyana,长叶猕猴桃
Actinidia henryi,蒙自猕猴桃
Actinidia holotricha,全毛猕猴桃
Actinidia hubeiensis,湖北猕猴桃
Actinidia indochinensis,中越猕猴桃
Actinidia indochinensis var. ovatifolia,圆卵叶猕猴桃
Actinidia kolomikta,狗枣猕猴桃
Actinidia laevissima,滑叶猕猴桃
Actinidia lanceolata,小叶猕猴桃
Actinidia latifolia,阔叶猕猴桃
Actinidia latifolia var. mollis,长绒猕猴桃
Actinidia liangguangensis,两广猕猴桃
Actinidia lijiangensis,漓江猕猴桃
Actinidia linguiensis,临桂猕猴桃
Actinidia longicarpa,长果猕猴桃
Actinidia macrosperma,大籽猕猴桃
Actinidia macrosperma var. mumoides,梅叶猕猴桃
Actinidia melanandra,黑蕊猕猴桃
Actinidia melanandra var. glabrescens,无髯猕猴桃
Actinidia melliana,美丽猕猴桃
Actinidia obovata,倒卵叶猕猴桃
Actinidia persicina,桃花猕猴桃
Actinidia pilosula,贡山猕猴桃
Actinidia polygama,葛枣猕猴桃
Actinidia rongshuiensis,融水猕猴桃
Actinidia rubricaulis,红茎猕猴桃
Actinidia rubricaulis var. coriacea,革叶猕猴桃
Actinidia rubus,昭通猕猴桃
Actinidia rudis,糙叶猕猴桃
Actinidia rudis var. glabricaulis,光茎猕猴桃
Actinidia rufa,山梨猕猴桃
Actinidia rufotricha,红毛猕猴桃
Actinidia rufotricha var. glomerata,密花猕猴桃
Actinidia sabiifolia,清风藤猕猴桃
Actinidia sorbifolia,花楸猕猴桃
Actinidia stellatopilosa,星毛猕猴桃
Actinidia styracifolia,安息香猕猴桃
Actinidia suberifolia,栓叶猕猴桃
Actinidia tetramera,四萼猕猴桃
Actinidia trichogyna,毛蕊猕猴桃
Actinidia ulmifolia,榆叶猕猴桃
Actinidia umbelloides,伞花猕猴桃
Actinidia umbelloides var. flabellifolia,扇叶猕猴桃
Actinidia valvata,对萼猕猴桃
Actinidia venosa,显脉猕猴桃
Actinidia vitifolia,葡萄叶猕猴桃
Actinidia zhejiangensis,浙江猕猴桃
Clematoclethra scandens,藤山柳
Clematoclethra scandens subsp. actinidioides,猕猴桃藤山柳
Clematoclethra scandens subsp. hemsleyi,繁花藤山柳
Clematoclethra scandens subsp. tomentella,绒毛藤山柳
Saurauia cerea,蜡质水东哥
Saurauia erythrocarpa,红果水东哥
Saurauia erythrocarpa var. grosseserrata,粗齿水东哥
Saurauia griffithii,绵毛水东哥
Saurauia griffithii var. annamica,越南水东哥
Saurauia macrotricha,长毛水东哥
Saurauia miniata,朱毛水东哥
Saurauia napaulensis,尼泊尔水东哥
Saurauia polyneura,多脉水东哥
Saurauia polyneura var. paucinervis,少脉水东哥
Saurauia punduana,大花水东哥
Saurauia rubricalyx,红萼水东哥
Saurauia sinohirsuta,糙毛水东哥
Saurauia thyrsiflora,聚锥水东哥
Saurauia tristyla,水东哥
Saurauia yunnanensis,云南水东哥
Adoxa,五福花属
Sambucus,接骨木属
Sinadoxa,华福花属
Tetradoxa,四福花属
Viburnum,荚蒾属
Adoxa moschatellina,五福花
Adoxa xizangensis,西藏五福花
Sambucus adnata,血满草
Sambucus javanica,接骨草
Sambucus nigra,西洋接骨木
Sambucus sibirica,西伯利亚接骨木
Sambucus williamsii,接骨木
Sinadoxa corydalifolia,华福花
Tetradoxa omeiensis,四福花
Viburnum amplifolium,广叶荚蒾
Viburnum atrocyaneum,蓝黑果荚蒾
Viburnum awabuki,日本珊瑚树
Viburnum betulifolium,桦叶荚蒾
Viburnum brachybotryum,短序荚蒾
Viburnum brevitubum,短筒荚蒾
Viburnum buddleifolium,醉鱼草状荚蒾
Viburnum burejaeticum,修枝荚蒾
Viburnum carlesii,红蕾荚蒾
Viburnum carlesii var. bitchiuense,备中荚蒾
Viburnum chingii,漾濞荚蒾
Viburnum chingii var. chingii,漾濞荚蒾(原变种)
Viburnum chingii var. limitaneum,多毛漾濞荚蒾
Viburnum chinshanense,金佛山荚蒾
Viburnum chunii,金腺荚蒾
Viburnum cinnamomifolium,樟叶荚蒾
Viburnum congestum,密花荚蒾
Viburnum corylifolium,榛叶荚蒾
Viburnum corymbiflorum,伞房荚蒾
Viburnum corymbiflorum subsp. corymbiflorum,伞房荚蒾(原亚种)
Viburnum corymbiflorum subsp. malifolium,苹果叶荚蒾
Viburnum cotinifolium,黄栌叶荚蒾
Viburnum cylindricum,水红木
Viburnum dalzielii,粤赣荚蒾
Viburnum davidii,川西荚蒾
Viburnum dilatatum,荚蒾
Viburnum erosum,宜昌荚蒾
Viburnum erosum var. erosum,宜昌荚蒾(原变种)
Viburnum erosum var. taquetii,裂叶宜昌荚蒾
Viburnum erubescens,红荚蒾
Viburnum farreri,香荚蒾
Viburnum fengyangshanense,凤阳山荚蒾
Viburnum foetidum,臭荚蒾
Viburnum foetidum var. ceanothoides,珍珠荚蒾
Viburnum foetidum var. foetidum,臭荚蒾(原变种)
Viburnum foetidum var. rectangulatum,直角荚蒾
Viburnum fordiae,南方荚蒾
Viburnum formosanum,台中荚蒾
Viburnum formosanum subsp. formosanum,台中荚蒾(原亚种)
Viburnum formosanum subsp. leiogynum,光萼荚蒾
Viburnum formosanum var. pubigerum,毛枝台中荚蒾
Viburnum glomeratum,聚花荚蒾
Viburnum glomeratum subsp. glomeratum,聚花荚蒾(原亚种)
